Gene,LogFC,PValue,FDR
HMOX2,0.0981286925573119,0.0002128074333413,0.0113857862063791
COPE,0.1411025751072969,0.0002130091926452,0.0113857862063791
SLC9A3R1,0.1600327855124046,0.0002142211899903,0.0114225048731347
RILPL1,0.087270784046896,0.0002151320604367,0.0114430268332528
ANO10,0.1173717156914069,0.0002185564004527,0.0115968158337768
RBCK1,0.0812986984891308,0.0002191835721683,0.0116017971107575
CANT1,0.130363906626191,0.0002201771165375,0.0116260999278478
CABLES2,0.1396715586726671,0.000226725869689,0.0119429087048043
WASL,-0.086573866848111,0.0002286439423385,0.0120091512641992
B4GALT5,0.192831340940021,0.000229087463785,0.0120091512641992
DCAF15,0.121203611430964,0.0002321583840635,0.0121408789550515
CALR3,-0.0735493352873448,0.0002328493400781,0.0121478114949617
MTG2,0.0681977473045121,0.0002335703094968,0.0121562729260834
MPP6,-0.0617795666282843,0.0002386079547399,0.0123888211345263
MIR8085,0.1669911860148634,0.0002393591027028,0.0123898089116778
PLAGL2,0.1195762587668793,0.0002413673839938,0.0123898089116778
EBF1,-0.1268167538992992,0.0002420556047849,0.0123898089116778
SPATA2,0.1362281377577732,0.0002423698904971,0.0123898089116778
LITAF,0.1100138664991803,0.0002426927765564,0.0123898089116778
LAPTM5,0.1133043546529872,0.00024324539957,0.0123898089116778
SHISA5,0.121522704909454,0.0002434973343958,0.0123898089116778
SH3TC1,0.0863964409086142,0.0002435454363031,0.0123898089116778
TSPO,0.1452995289437915,0.0002441426390867,0.0123898089116778
C8orf60,0.1715722181513657,0.0002443221339053,0.0123898089116778
DNAJC5,0.1027751072961384,0.0002469067334513,0.0124917581075186
DHRSX,0.1042923165497766,0.0002501754806099,0.0126277670085113
ADGRG1,0.146902240133989,0.000251601088596,0.0126703279685323
PHF23,0.1296867790222977,0.0002532692406965,0.0127248783634003
MIR181A2HG,0.1910779441013304,0.0002553895240461,0.0128018412341541
TGFB1,0.1410836805192081,0.0002567950940509,0.0128427063702927
APH1B,0.088396953836491,0.0002576469957132,0.0128557577792217
KIR2DS3,0.1424401758609859,0.0002595221152703,0.0129196879123692
PCYT1A,0.0951753026972337,0.0002605894192926,0.0129432027778778
MKNK2,0.131944760808123,0.0002612476219753,0.0129440124001395
WIPF2,0.103477881293835,0.0002625408524659,0.0129440124001395
FCHO1,0.1162944415366897,0.0002633064522652,0.0129440124001395
PRKCSH,0.1632286611535658,0.0002639380873124,0.0129440124001395
ACTR1A,0.1231970061760696,0.0002639394660944,0.0129440124001395
PADI4,0.1443321399909276,0.0002641756610279,0.0129440124001395
KIR2DS4,0.1511001360829071,0.0002649210725755,0.0129513661435505
CACNA1I,-0.0862824941554141,0.0002660799344965,0.0129528759092709
CREBBP,0.0773378205799204,0.0002668838938461,0.0129528759092709
TCTA,0.0976784884329537,0.0002671127749197,0.0129528759092709
BCKDK,0.1495421124254141,0.0002678361823727,0.0129528759092709
IL1RN,0.1040676771694748,0.0002682192087054,0.0129528759092709
ZDHHC21,-0.0391244658455165,0.0002690224527888,0.0129528759092709
DPEP2,0.1513606406364491,0.00026970647636,0.0129528759092709
H3F3AP4,0.0741763163404201,0.000269715136148,0.0129528759092709
PEF1,0.1315896367633211,0.0002712532999052,0.012967186122576
CST3,0.1480445793642486,0.0002715972657231,0.012967186122576
MLF2,0.1827606197006162,0.0002718012811719,0.012967186122576
KIF13A,0.0986941030740782,0.0002733129520976,0.0130107730260028
RARA-AS1,0.117154129592798,0.0002751313918642,0.0130687411135495
RABAC1,0.1532900450120369,0.000278058868202,0.0131790210843889
HDAC5,0.0850765414006078,0.0002786766348217,0.0131795873707523
KLHL18,0.0662186538260227,0.0002802467282215,0.0132050884070152
LILRA6,0.1572735685125081,0.0002804298250536,0.0132050884070152
LRP10,0.1245484280679729,0.0002841165613596,0.0133497965278144
ADAMTSL4,0.1409075578352361,0.0002860936348586,0.0134137220395449
CKAP4,0.117688349209672,0.0002896777179891,0.0135224049583896
TRIM8,0.0792810844760811,0.0002897594990225,0.0135224049583896
HIST1H4L,-0.0896356537213436,0.000290276401543,0.0135224049583896
FAM49A,0.1313738511462379,0.0002948944737657,0.0137081822153265
XPO6,0.1264000523395783,0.0002967605971151,0.0137655155442196
MAPK3,0.098690045012038,0.0002983144661927,0.0138081515149408
CYP4F2,0.1389726892075771,0.0003034627250757,0.0140162719366599
S100A4,0.1188063854286607,0.0003047043815951,0.0140162719366599
ALOX5AP,0.1544748455982443,0.000304743581983,0.0140162719366599
YIPF1,0.1271345545901816,0.0003077467980188,0.0141179174384115
SPINT1,0.103309389720505,0.0003082514724544,0.0141179174384115
SIGLEC9,0.130539893227259,0.0003111912115956,0.0142065707793451
PNLIPRP2,-0.07021561813043,0.0003121289931124,0.0142065707793451
C19orf54,0.1494213964199735,0.0003121462115618,0.0142065707793451
SPEN,0.118389416937088,0.0003142002214745,0.0142568211754931
KCNH2,-0.1070658117868728,0.000314560982038,0.0142568211754931
ABHD4,0.0873149586517332,0.000317011555827,0.0143096641837771
RAF1,0.1553919187689736,0.0003178184769812,0.0143096641837771
PNPLA6,0.1803907254265677,0.0003181226851925,0.0143096641837771
ARHGEF40,0.1575645277225303,0.0003183579620753,0.0143096641837771
SUPT6H,0.1285902229666069,0.0003233050258307,0.0145020635813337
PPM1F,0.1129440071181822,0.0003247971953121,0.014539018485627
KLHL21,0.1353396838689429,0.0003276254300255,0.0145940800115554
ZDHHC11B,-0.1095645765728043,0.0003277896724394,0.0145940800115554
PSENEN,0.1619535015178481,0.0003280397667502,0.0145940800115554
PTPRE,0.0992151854565763,0.0003299137061885,0.0146474952614914
IDH2,0.1254444991102277,0.0003307691412202,0.0146555655137381
GAS7,0.1459802072647331,0.0003403233899014,0.015048242575823
MCTP2,0.1465795875641165,0.0003411095004878,0.0150524080793348
MTHFD2L,-0.0356433607243795,0.0003449550210128,0.0151912884253713
TP53INP2,0.172806699466137,0.0003493791250916,0.0153285645489939
SSH2,0.1148277357898033,0.0003494814073225,0.0153285645489939
TBC1D22A,0.0907139956034743,0.0003507788398073,0.015338373438795
TCN1,0.2640104679158384,0.0003511151446803,0.015338373438795
DNASE2,0.1031220558986714,0.0003527368715078,0.0153783379552148
HSPA6,0.1813161415262207,0.0003578958381496,0.0155435847244627
