Gene_Symbol,GSM4054763_Counts_SN_C1,GSM4054764_Counts_SN_C2,GSM4054765_Counts_SN_C3,GSM4054766_Counts_SN_C4,GSM4054767_Counts_SN_C5,GSM4054768_Counts_SN_PD1,GSM4054769_Counts_SN_PD2,GSM4054770_Counts_SN_PD3,GSM4054771_Counts_SN_PD4,GSM4054772_Counts_SN_PD5
ACSL4,2882.02,1269.0,1383.999,2815.999,1347.0,2237.999,715.001,1899.0,2290.0,2035.0
ACSL5,1030.0,549.0,486.0,1257.001,329.0,398.0,637.0,639.001,621.0,852.999
ACSL6,1904.214,1347.742,1630.962,2825.227,1788.613,2673.765,515.981,1717.756,2494.263,1822.552
ACSL6-AS1,28.0,23.0,38.0,23.0,11.0,32.0,17.0,21.0,33.0,21.0
ACSM1,14.0,8.0,6.0,13.0,3.0,32.001,14.001,15.0,9.0,25.0
ACSM2A,44.46,11.686,29.909,46.422,27.034,38.95,25.046,20.118,39.539,46.612
ACSM2B,9.658,8.343,14.935,12.141,0.0,18.179,4.919,8.168,28.524,14.082
ACSM3,35.864,44.637,31.412,56.569,16.102,29.036,21.828,32.403,42.909,38.967
ACSM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ACSM5,585.5,247.922,333.999,413.108,187.981,437.0,93.957,290.001,411.001,242.91
ACSM5P1,5.501,2.078,0.0,3.892,1.019,0.0,1.043,0.0,0.0,2.09
ACSM6,1.0,0.0,0.943,1.015,1.0,1.192,1.0,0.0,0.0,0.0
ACSS1,2335.456,1780.52,2270.261,1791.152,1267.707,2673.055,1250.858,1706.852,2202.503,2085.546
ACSS2,1491.147,1066.971,1073.742,1940.125,934.994,1541.011,691.53,1204.115,1523.259,1128.893
ACSS3,731.002,583.001,599.444,770.001,282.206,705.874,345.516,467.0,746.302,669.409
ACSS3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTA1,30.018,20.012,16.014,29.022,9.006,17.016,7.136,16.015,24.921,25.278
ACTA2,4331.308,3026.46,1591.006,1461.761,1532.821,1445.313,1578.595,1942.073,3537.999,3844.766
ACTA2-AS1,60.0,39.999,24.999,36.0,23.0,34.001,20.0,31.0,52.0,49.999
ACTB,73785.36,32825.005,31153.261,50298.75,24813.394,39041.373,21322.414,30383.464,42952.906,33530.137
ACTBL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP1,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0
ACTBP11,1.0,0.0,0.0,1.0,0.0,2.001,1.0,1.0,2.997,0.0
ACTBP12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ACTBP14,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
ACTBP15,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,2.031,3.0
ACTBP16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ACTBP2,3.013,2.008,1.003,2.006,1.002,1.058,3.01,1.003,3.017,1.004
ACTBP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ACTBP7,17.0,6.0,9.756,12.0,6.0,8.0,6.0,8.0,14.0,7.0
ACTBP8,4.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,7.0
ACTBP9,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0
ACTC1,224.0,56.0,41.0,91.0,72.0,59.93,36.0,86.0,95.0,52.0
ACTE1P,16.792,15.223,11.219,20.744,11.131,16.107,17.48,18.783,9.636,23.671
ACTG1,48061.513,18224.876,18814.655,31925.134,15862.535,22564.464,11803.401,17629.454,24211.144,17596.479
ACTG1P1,9.007,3.003,4.003,9.008,6.007,5.008,0.0,6.008,9.009,1.0
ACTG1P10,3.002,0.0,2.002,1.001,2.002,1.001,0.0,2.001,4.003,0.0
ACTG1P12,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
ACTG1P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P14,3.005,1.002,1.001,3.645,1.001,3.006,2.001,0.0,3.006,0.0
ACTG1P15,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
ACTG1P16,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
ACTG1P17,42.23,34.143,64.662,66.045,28.946,43.13,29.021,33.64,39.417,54.652
ACTG1P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P19,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
ACTG1P2,3.211,0.0,2.832,0.0,1.0,1.0,1.0,0.0,1.0,2.841
ACTG1P20,6.039,1.081,5.038,10.049,4.034,8.065,2.014,4.03,4.028,7.047
ACTG1P21,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.094,0.0
ACTG1P22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACTG1P23,0.0,0.0,1.001,1.001,0.0,0.0,1.001,1.001,0.0,0.0
ACTG1P24,2.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,2.001,3.0
ACTG1P25,10.992,9.087,9.364,23.42,7.011,31.602,8.205,17.962,12.21,22.362
ACTG1P3,10.005,7.0,10.0,11.0,10.0,9.0,2.0,5.0,10.0,6.0
ACTG1P4,9.675,19.914,0.0,11.138,0.0,0.0,0.0,0.0,0.0,5.406
ACTG1P9,24.881,24.548,34.322,33.132,15.802,33.165,19.36,26.643,42.37,51.786
ACTG2,603.153,284.001,93.697,100.0,90.0,62.002,150.04,110.0,323.82,285.492
ACTL11P,3.531,7.071,0.0,4.083,4.13,3.055,1.249,1.003,4.026,5.99
ACTL6A,747.0,441.111,511.746,741.0,294.996,683.009,397.607,697.009,652.535,698.009
ACTL6A-AS1,5.006,1.633,2.02,4.09,1.005,8.588,1.696,4.286,4.233,5.631
ACTL6B,385.001,206.001,188.0,565.001,386.0,409.999,66.0,256.0,284.0,145.0
ACTL7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7B,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL8,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ACTL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTMAP,242.541,167.047,212.871,279.481,131.525,245.035,124.69,177.992,252.593,202.305
ACTN1,4286.761,1099.775,791.199,2131.712,858.109,1297.293,1129.586,1178.957,1982.878,1758.668
ACTN1-DT,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
ACTN2,2303.996,1532.0,1909.001,2589.278,1386.001,2202.999,491.0,2227.001,2739.999,1341.989
ACTN3,0.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0
ACTN3-AS1,0.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
ACTN4P1,1.004,1.005,0.0,0.0,0.0,2.01,3.024,0.0,0.0,1.006
ACTN4P2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ACTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR10,2221.239,1126.26,1281.495,2228.86,1172.185,1723.739,488.329,1565.389,1720.446,1373.626
ACTR1A,5290.469,3549.0,3541.0,6094.182,3062.0,4703.68,2284.785,3602.167,4342.564,3580.05
ACTR1AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR1B,2360.0,1579.0,1770.0,2872.999,1530.999,2391.0,1018.0,2024.0,2289.0,1654.999
ACTR2,10355.981,4727.001,4716.0,8865.998,3890.0,7775.908,3103.0,6902.94,8742.98,7156.972
ACTR2P1,0.0,0.0,0.0,1.001,0.0,2.007,0.0,0.0,1.001,2.01
ACTR2P2,1.02,0.0,0.0,0.0,0.0,3.085,0.0,2.06,1.019,1.019
ACTR3,5770.1,2244.231,2324.753,4739.571,2080.586,3639.172,2092.0,3424.827,4023.901,3931.636
ACTR3-AS1,8.0,12.0,5.0,16.0,5.0,16.0,14.0,5.0,18.0,6.0
ACTR3B,430.194,298.871,326.731,614.614,342.203,517.232,172.645,356.26,486.45,411.177
ACTR3BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACTR3BP5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,62.791,27.317,43.659,61.589,46.709,67.595,30.621,45.552,55.181,43.045
ACTR3P2,1.0,0.0,0.0,0.0,0.0,1.001,0.0,0.0,0.0,0.0
ACTR3P3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ACTR5,236.0,165.0,180.0,255.0,139.0,254.0,116.0,225.0,238.0,234.0
ACTR6,1249.708,728.869,767.11,1376.19,662.586,1197.325,442.354,882.097,1217.981,1175.38
ACTR6P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR8,747.001,497.001,552.0,967.0,446.0,795.0,316.0,668.0,696.0,631.001
ACTRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ACTRT3,39.0,31.0,16.0,48.0,24.0,24.0,47.0,27.0,30.0,39.0
ACVR1,779.999,421.0,496.0,720.001,382.0,655.0,435.0,646.0,586.0,671.0
ACVR1B,1409.0,788.0,816.0,1594.001,879.001,1260.0,452.0,976.0,1225.0,822.0
ACVR1C,310.0,250.0,284.0,381.0,180.0,484.001,109.0,329.0,470.0,430.0
ACVR2A,346.31,189.0,249.999,468.319,188.982,420.183,150.001,258.999,393.002,423.0
ACVR2B,656.938,391.389,576.877,838.614,424.074,938.61,345.042,675.476,802.571,789.929
ACVR2B-AS1,41.183,11.999,17.707,16.223,8.378,20.431,8.06,17.991,19.129,17.06
ACVRL1,999.922,300.006,622.035,1197.761,533.121,429.063,760.019,615.357,613.477,799.155
ACY1,354.081,194.03,242.856,336.711,169.997,318.335,129.51,238.617,321.515,208.877
ACY3,90.0,84.0,113.0,43.0,129.0,288.0,9.0,149.0,111.0,25.0
ACYP1,578.0,330.0,391.001,715.0,341.0,606.0,447.999,439.0,535.001,578.001
ACYP2,1433.413,1142.749,1091.072,1937.937,771.631,1575.742,990.425,1293.733,1588.341,1578.96
ADA,186.0,83.0,120.0,244.0,87.0,359.0,152.999,162.001,177.0,130.0
ADA2,1260.064,542.711,603.916,1153.001,375.476,793.547,368.141,839.669,717.359,637.271
ADAD1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ADAD1P1,14.428,10.254,17.886,25.439,1.885,9.075,9.182,6.992,10.064,20.965
ADAD1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAD2,7.0,5.0,24.233,9.001,7.999,9.009,16.001,7.0,5.0,19.005
ADAD2-AS1,18.466,9.376,4.889,13.943,10.428,13.602,11.24,24.475,21.678,23.981
ADAM10,3918.899,2673.779,2920.566,4283.751,1853.958,4446.529,2329.37,3943.56,4174.912,4889.335
ADAM11,584.0,544.0,483.0,795.001,622.0,821.999,138.0,535.001,540.999,275.0
ADAM12,529.001,108.0,103.0,262.999,78.999,171.001,117.0,168.0,225.0,130.0
ADAM15,2452.262,1501.001,2202.751,2833.233,1573.51,2057.322,1132.778,1403.675,1648.021,1490.808
ADAM17,1061.235,575.466,698.731,1093.169,529.301,954.555,615.34,884.201,910.685,1107.877
ADAM18,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM19,706.0,265.0,409.0,736.0,335.0,612.0,326.0,1026.0,532.0,669.999
ADAM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM1B,11.943,10.187,17.361,20.669,9.642,16.694,16.659,13.13,17.426,13.208
ADAM2,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0
ADAM20,7.0,3.0,5.0,9.0,6.0,10.0,2.0,4.0,11.0,13.0
ADAM20P1,31.201,17.119,41.548,60.046,27.349,41.56,34.993,20.906,32.865,65.053
ADAM20P2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM20P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM21,14.711,5.0,6.724,21.91,13.0,14.0,5.0,7.517,15.0,15.949
ADAM21P1,2.289,2.0,2.276,2.09,0.0,0.0,0.0,1.483,1.0,1.051
ADAM22,2168.0,1548.001,1591.0,2889.001,1800.0,3080.001,762.0,2273.0,2527.999,1953.001
ADAM23,1690.0,977.001,1028.999,2555.0,1669.0,1655.0,252.0,1507.0,1336.0,848.001
ADAM24P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM28,1274.0,350.999,586.001,721.0,374.999,961.001,365.0,1354.001,1046.999,577.999
ADAM29,11.049,9.093,7.129,23.128,15.073,13.367,7.06,14.583,19.944,22.853
ADAM30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM32,38.922,67.908,44.087,101.287,17.946,72.723,9.752,85.959,57.042,84.435
ADAM33,308.023,289.271,563.082,449.121,281.019,474.0,271.057,420.961,224.526,412.184
ADAM3A,9.383,8.165,7.621,11.371,8.313,7.031,6.771,6.072,3.091,13.935
ADAM3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
ADAM5,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.448
ADAM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ADAM7-AS1,14.672,3.0,2.0,18.978,5.003,9.01,5.466,7.002,17.918,8.0
ADAM7-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ADAM8,436.0,67.0,88.0,162.001,59.001,105.0,86.001,67.0,109.001,131.0
ADAM9,4174.999,1106.861,1207.277,2087.1,936.554,1794.0,953.0,1654.0,2092.589,1631.309
ADAMDEC1,2.0,2.0,4.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0
ADAMTS1,4875.37,5584.942,1354.843,6509.228,1130.997,1819.026,2037.955,3379.952,6014.935,4636.594
ADAMTS10,689.0,344.001,599.0,613.0,405.0,789.997,640.999,695.0,601.003,682.001
ADAMTS10-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ADAMTS12,43.338,43.0,37.0,73.054,25.0,66.28,19.0,43.0,39.797,56.0
ADAMTS14,623.0,257.0,226.0,414.0,328.0,465.0,104.0,367.0,322.0,138.0
ADAMTS15,214.0,77.0,38.0,68.0,23.0,43.0,40.0,43.0,79.0,68.0
ADAMTS16,8.001,2.0,11.0,9.0,7.107,1.0,2.0,11.0,5.0,5.017
ADAMTS16-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS16-DT,1.0,1.0,6.0,14.0,11.0,1.0,1.0,4.0,0.0,3.0
ADAMTS17,105.986,56.861,69.179,88.95,48.669,77.102,30.474,67.199,69.492,62.495
ADAMTS17-AS1,8.195,11.162,17.839,1.713,7.4,4.256,7.465,5.117,12.62,18.114
ADAMTS18,457.0,99.0,263.001,590.0,226.001,152.0,16.0,190.0,228.0,397.0
ADAMTS19,43.0,25.0,24.0,61.0,25.0,69.0,6.0,33.0,49.0,54.0
ADAMTS19-AS1,1.0,3.0,1.0,3.0,2.0,7.0,0.0,0.0,6.0,1.0
ADAMTS2,342.971,172.262,167.181,388.158,155.904,272.082,150.0,210.484,186.499,145.291
ADAMTS20,16.0,2.0,23.0,13.0,25.0,13.0,1.0,25.0,4.0,8.0
ADAMTS3,46.0,13.0,7.0,45.0,10.0,30.0,15.0,23.0,31.0,18.0
ADAMTS4,5512.868,4217.781,3765.434,6749.743,2738.138,4226.229,1645.803,3693.456,5939.333,3211.272
ADAMTS5,50.0,60.0,14.0,64.0,34.0,80.0,22.0,56.0,53.0,59.0
ADAMTS6,88.0,25.0,64.0,90.999,35.001,49.0,36.0,51.0,50.0,50.0
ADAMTS7,106.814,60.243,64.182,151.948,46.763,120.234,57.456,96.4,90.46,76.856
ADAMTS7P1,0.0,5.781,12.377,8.462,21.393,3.834,2.346,0.0,40.227,31.828
ADAMTS7P3,2.198,1.095,3.298,2.083,0.0,3.46,1.086,0.0,0.0,0.0
ADAMTS7P4,46.693,26.416,39.702,55.385,28.217,53.919,18.517,38.58,47.605,44.885
ADAMTS7P5,1.0,1.0,2.0,2.0,3.0,1.001,4.0,4.0,2.0,4.0
ADAMTS8,286.0,121.0,155.0,236.0,124.0,142.0,158.0,125.0,184.0,153.0
ADAMTS9,2215.001,780.999,234.0,3542.0,323.999,424.0,766.999,387.999,2124.0,1308.0
ADAMTS9-AS1,7.0,1.0,2.0,10.0,4.0,1.0,2.0,2.0,6.0,7.0
ADAMTS9-AS2,39.999,53.987,49.0,90.94,22.001,59.286,42.0,58.0,69.0,106.006
ADAMTSL1,57.0,38.0,29.0,131.0,37.0,139.999,26.0,45.999,72.0,64.0
ADAMTSL2,598.087,435.23,666.238,689.641,616.818,797.358,479.243,889.258,548.826,561.65
ADAMTSL3,640.716,526.737,620.407,796.6,424.959,730.805,554.229,670.243,769.4,966.07
ADAMTSL4,288.331,61.013,83.375,186.232,48.041,67.359,72.001,82.364,202.056,126.055
ADAMTSL4-AS1,46.312,18.108,19.206,19.286,18.423,17.156,14.229,20.241,18.407,23.241
ADAMTSL4-AS2,25.0,3.0,10.0,5.0,8.0,11.0,2.0,12.0,9.0,5.0
ADAMTSL5,19.982,17.999,19.0,33.0,19.752,24.018,21.0,13.01,17.0,21.001
ADAP1,2510.0,2560.0,3313.999,3515.998,1869.0,3981.001,1574.001,2525.053,2814.399,2678.575
ADAP2,581.0,156.954,161.0,373.136,168.0,255.996,190.737,293.0,328.999,219.978
ADAR,8230.378,3761.867,4183.091,8855.55,4677.352,8093.587,3500.22,5926.813,7286.15,5634.436
ADARB1,1501.969,806.665,880.163,2035.91,1378.627,1561.351,492.015,1262.688,1548.793,1037.834
ADARB2,2971.624,2779.644,1976.253,3681.746,1364.414,3495.766,1709.936,2701.042,2686.773,2498.682
ADARB2-AS1,41.0,164.0,50.0,198.0,61.0,216.0,52.0,99.0,54.0,99.0
ADAT1,525.173,324.516,382.24,710.141,287.885,652.655,202.087,497.986,596.564,408.752
ADAT2,264.585,106.806,150.519,285.44,119.324,197.07,54.841,182.728,197.409,151.093
ADAT3,103.329,94.524,75.797,113.129,73.033,119.364,73.186,96.912,99.56,73.317
ADCK1,426.241,295.658,368.609,502.878,263.475,458.837,179.44,378.606,399.915,288.707
ADCK2,948.0,631.0,679.001,1182.0,553.0,953.0,576.001,715.0,797.999,674.0
ADCK5,160.0,106.999,138.0,177.001,104.001,198.0,134.001,131.0,135.0,139.0
ADCY1,1259.92,1450.526,1263.503,2030.672,1565.112,2059.865,469.089,1048.936,1669.514,1113.63
ADCY10,7.0,6.0,9.0,31.0,5.0,14.0,16.0,15.0,20.999,24.0
ADCY10P1,700.202,451.94,466.56,693.423,368.369,685.71,388.889,576.247,637.018,835.243
ADCY2,2762.286,1833.827,2425.742,3001.524,1494.532,3265.797,1610.913,2028.724,2916.063,2454.881
ADCY2-AS1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
ADCY3,2197.0,1792.0,1449.881,2683.0,1197.999,2331.634,1086.999,1411.0,1955.9,1579.999
ADCY4,375.043,195.293,290.436,504.863,220.592,225.478,349.994,253.068,290.541,382.598
ADCY5,2737.001,1867.999,1826.0,2890.001,1701.999,3009.0,1700.0,2358.0,2830.0,2392.0
ADCY6,1297.885,921.392,1247.987,1642.233,968.027,1595.262,797.911,1126.747,1297.377,1162.94
ADCY6-DT,7.0,3.0,2.0,5.0,2.0,8.0,5.0,7.0,2.0,6.0
ADCY7,1261.525,401.129,624.613,1178.312,477.773,1211.44,839.923,1155.881,901.829,890.804
ADCY8,982.0,668.0,799.0,1179.0,659.0,1306.999,525.999,901.0,1095.999,777.0
ADCY9,649.511,332.032,445.088,776.832,392.241,652.15,491.715,563.033,538.585,592.058
ADCYAP1,763.0,216.0,200.001,348.0,336.001,383.0,54.0,226.0,344.0,221.0
ADCYAP1R1,4781.0,3451.0,4865.0,5676.0,3818.829,6232.0,2386.0,3612.0,5667.0,3838.0
ADD1,11765.1,7677.148,8651.915,12141.755,6020.193,11264.851,5797.447,8814.521,10815.496,9337.842
ADD2,2011.673,901.796,1069.14,2623.637,2067.476,2228.921,296.068,1930.419,1884.212,837.703
ADD2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD3,6886.295,4649.116,4941.962,6157.908,3475.357,7848.057,2503.843,5838.684,7839.371,7524.573
ADD3-AS1,93.145,61.178,66.756,76.519,51.345,107.937,26.106,74.344,109.693,61.583
ADGB,10.973,3.008,22.284,23.377,16.093,15.292,12.029,11.536,17.296,49.233
ADGB-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA1,501.0,472.0,344.999,833.0,470.0,647.001,294.0,360.999,410.0,406.001
ADGRA1-AS1,103.0,83.0,98.0,173.0,86.0,137.0,22.0,80.0,70.0,80.0
ADGRA2,644.0,428.0,658.0,672.0,388.0,711.0,904.0,556.0,590.0,731.999
ADGRA3,1629.894,1282.644,1683.054,2166.688,1131.971,2421.412,1355.363,1422.098,1889.553,1673.232
ADGRA3P1,20.714,20.034,23.913,20.719,22.158,26.016,11.221,16.636,19.865,17.039
ADGRB1,1507.001,1472.0,1425.0,2066.0,1383.0,1972.0,917.0,1113.001,1496.0,1188.0
ADGRB2,2126.999,1268.001,1468.0,2176.002,1570.001,2344.999,1182.001,1478.001,1896.999,1482.001
ADGRB3,1054.0,770.001,745.999,1336.0,716.001,1192.0,316.0,958.001,1162.0,722.0
ADGRB3-DT,1015.0,677.0,1059.0,1398.0,749.0,1474.0,284.0,828.0,1381.999,843.0
ADGRD1,202.879,164.99,103.034,341.417,48.978,142.29,132.027,137.013,170.326,188.043
ADGRD1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRD1-AS2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ADGRD2,40.075,22.444,45.875,41.856,68.278,34.141,23.622,18.87,40.864,60.536
ADGRE1,92.001,6.0,5.0,83.001,11.0,9.0,25.0,40.999,28.001,12.0
ADGRE2,565.144,162.437,199.646,675.716,86.145,241.471,154.451,328.804,323.646,281.212
ADGRE3,16.131,3.0,11.0,11.04,3.0,2.019,1.0,4.0,1.006,4.035
ADGRE4P,128.679,31.07,22.353,74.126,74.091,92.49,25.579,43.62,34.681,39.999
ADGRE5,778.321,428.67,415.536,636.554,326.989,514.749,226.933,571.49,537.424,390.14
ADGRF1,42.347,26.731,29.506,59.142,34.282,48.527,26.741,33.891,56.387,42.119
ADGRF2P,0.0,1.03,0.0,6.324,1.098,1.057,0.0,4.174,2.125,4.536
ADGRF3,20.0,10.0,20.0,21.0,15.0,17.0,14.0,11.0,12.0,28.0
ADGRF4,2.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0
ADGRF5,1846.326,1158.787,1440.724,1883.712,903.257,1407.247,1699.867,1415.223,1788.25,2349.306
ADGRF5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5P1,20.51,19.931,33.182,99.891,22.392,54.168,27.206,22.789,18.147,74.23
ADGRF5P2,4.165,6.282,3.094,4.398,6.35,9.584,5.928,6.988,8.602,9.465
ADGRG1,5606.043,2769.95,2909.633,5738.665,1998.5,3570.126,2650.968,3136.08,3765.983,3555.232
ADGRG2,41.027,37.455,53.088,53.755,35.749,67.213,19.773,40.943,48.906,63.357
ADGRG3,124.999,17.0,14.001,39.0,11.0,3.0,8.0,15.001,16.0,84.999
ADGRG4,4.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,5.0
ADGRG5,33.0,7.0,43.0,31.0,18.0,40.0,17.0,64.999,35.0,36.0
ADGRG6,238.0,150.0,212.0,377.999,78.0,185.0,257.0,190.001,236.0,363.999
ADGRG7,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL1,2957.278,2269.748,2359.18,3571.668,2233.274,3601.452,1919.999,2499.335,2831.002,2723.727
ADGRL1-AS1,156.666,103.998,170.036,193.213,96.313,190.935,185.135,128.0,157.876,161.074
ADGRL2,728.999,363.0,425.999,829.0,348.001,631.0,400.999,506.999,789.999,757.0
ADGRL3,2336.001,1407.0,1637.999,2624.002,1273.0,2625.0,895.001,1709.999,2462.001,2028.0
ADGRL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ADGRL4,651.0,343.0,382.0,642.0,225.0,279.0,414.0,420.0,455.0,818.0
ADGRV1,268.107,119.476,125.286,218.795,84.123,213.737,102.443,174.387,146.562,157.906
ADH1A,0.0,3.117,2.046,7.0,1.057,3.0,0.0,1.023,3.096,5.167
ADH1B,170.222,267.689,550.303,1023.21,69.28,207.243,381.746,518.233,1018.408,1200.151
ADH1C,3.391,10.414,8.352,55.375,2.039,0.0,13.725,16.791,5.156,31.469
ADH4,37.95,12.991,18.109,16.754,18.14,10.884,11.826,15.453,14.977,20.071
ADH5,3006.277,1810.377,1830.641,3031.004,1373.131,2879.686,1351.24,2060.042,2811.686,2391.991
ADH5P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5P3,5.007,1.0,1.001,3.002,1.002,3.006,0.0,2.003,3.002,1.001
ADH5P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH7,20.906,15.578,30.528,52.786,16.043,42.652,18.125,23.86,34.798,42.894
ADHFE1,509.044,526.688,642.005,680.857,370.398,662.607,171.778,416.445,530.027,569.603
ADI1,1743.646,1588.096,1742.723,2297.565,1139.667,2131.055,1275.722,1523.517,2116.575,2144.652
ADI1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADI1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADI1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIG,1.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
ADIPOQ,22.935,6.17,12.294,15.304,14.079,10.75,10.692,15.275,11.737,20.62
ADIPOQ-AS1,13.484,12.064,22.454,14.7,9.009,13.082,13.596,12.396,21.565,24.56
