Gene_Symbol,GSM4054763_Counts_SN_C1,GSM4054764_Counts_SN_C2,GSM4054765_Counts_SN_C3,GSM4054766_Counts_SN_C4,GSM4054767_Counts_SN_C5,GSM4054768_Counts_SN_PD1,GSM4054769_Counts_SN_PD2,GSM4054770_Counts_SN_PD3,GSM4054771_Counts_SN_PD4,GSM4054772_Counts_SN_PD5
PTGIR,78.282,39.012,50.746,109.221,39.143,45.978,35.975,51.845,66.829,72.174
PTGIS,308.249,110.179,106.911,154.941,98.451,171.617,99.626,180.242,219.795,221.933
PTGR1,723.285,303.144,411.042,820.487,379.494,656.909,323.521,478.874,533.887,540.689
PTGR2,846.499,541.387,742.186,1231.787,370.354,959.974,453.937,859.354,872.911,1096.237
PTGR3,972.924,722.597,778.958,1384.289,650.032,1183.448,679.231,964.105,1243.326,1333.105
PTGS1,1041.0,260.0,358.001,628.001,306.001,732.0,281.0,855.999,536.0,380.999
PTGS2,555.0,611.999,78.0,256.001,48.999,121.999,133.0,230.0,301.0,362.999
PTH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
PTH1R,332.999,350.0,444.0,569.001,192.001,410.0,568.0,406.0,317.0,460.0
PTH2,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0
PTH2R,32.092,16.072,12.489,18.869,15.469,28.445,15.054,13.356,43.379,18.561
PTHLH,54.0,31.0,21.0,52.0,21.0,43.0,14.0,29.001,34.0,31.0
PTK2,6663.602,4951.517,5340.782,7347.828,3437.065,7478.863,2067.345,5248.444,8608.314,5929.951
PTK2B,1099.18,1234.35,639.558,863.938,450.734,1003.022,471.485,765.452,795.531,489.551
PTK6,66.168,45.019,58.433,72.844,32.971,49.066,67.214,50.782,85.564,106.168
PTK7,302.726,148.786,220.979,303.322,166.833,298.703,166.761,123.405,279.529,231.859
PTMA,26552.342,16968.27,18234.299,29683.169,11893.61,24527.548,17052.508,20467.866,28938.681,28224.983
PTMAP1,14.0,11.0,10.0,24.0,5.0,14.0,14.0,10.0,19.0,19.0
PTMAP10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
PTMAP11,2.007,0.0,3.019,1.003,0.0,0.0,0.0,0.0,0.0,0.0
PTMAP12,0.0,0.0,0.0,0.0,0.0,5.075,2.184,1.007,62.955,1.011
PTMAP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTMAP2,11.464,6.0,4.075,15.757,6.91,11.729,10.881,10.324,3.907,4.922
PTMAP3,0.0,0.0,0.0,1.001,2.001,1.008,0.0,0.0,1.0,0.0
PTMAP4,1.999,8.005,7.704,5.001,5.003,11.0,6.001,4.001,7.001,10.868
PTMAP5,34.062,18.694,18.542,155.906,14.472,19.604,20.38,20.796,38.438,44.046
PTMAP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTMAP8,0.0,2.032,5.037,2.016,1.004,3.019,5.038,1.004,2.014,3.027
PTMS,2333.999,1222.997,1233.999,2892.001,1058.0,1755.001,2659.999,1473.983,1584.999,2023.0
PTN,3345.0,2521.0,2576.0,3459.0,1944.0,3569.0,1371.0,2396.0,3637.0,2896.0
PTOV1,2893.509,2207.195,2534.726,3900.594,1900.503,3669.71,3626.661,2146.0,2663.854,3407.659
PTOV1-AS1,74.081,71.073,94.493,118.505,60.509,101.897,66.364,75.184,100.659,75.015
PTOV1-AS2,83.0,21.999,46.0,59.0,30.0,55.0,22.0,51.0,56.0,35.0
PTOV1P1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
PTP4A1,3398.993,2206.0,2147.998,3249.0,1626.001,3044.0,1193.0,2479.0,3519.999,3443.998
PTP4A1P1,1.001,0.0,1.002,0.0,0.0,2.0,1.0,1.0,0.0,1.001
PTP4A1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A1P3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A1P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A1P7,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A2,10968.743,7985.046,7331.472,11023.453,4997.5,10430.928,6809.479,9222.586,11809.015,11259.952
PTP4A2P1,2.077,2.099,2.067,4.193,3.13,4.173,3.116,4.158,3.134,3.127
PTP4A2P2,16.026,8.01,5.005,2.004,0.0,6.108,1.014,10.027,2.004,3.015
PTP4A3,17.311,0.0,19.675,14.669,0.0,0.0,7.741,20.971,0.0,30.3
PTPA,5065.276,3048.182,3038.2,5479.081,2966.062,4236.267,2223.761,3232.107,4004.844,2949.896
PTPDC1,1113.0,975.0,1028.001,1295.0,781.001,1384.0,324.0,885.001,1515.0,1019.0
PTPMT1,1123.07,694.973,720.807,998.193,537.011,1001.864,541.582,727.337,923.57,729.56
PTPN1,1385.0,659.0,786.0,1298.0,497.0,1131.0,604.0,1037.0,1284.0,987.0
PTPN11,11524.513,8116.649,7746.381,10943.224,4885.975,10990.679,5626.146,9700.246,11220.142,11812.557
PTPN11BP,16.853,10.036,11.768,36.368,8.808,14.662,12.742,16.594,13.405,19.677
PTPN11P1,2.001,6.007,5.011,9.01,4.006,6.011,8.0,7.021,13.036,19.032
PTPN11P2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
PTPN11P3,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,2.003,0.0
PTPN11P4,0.0,1.001,0.0,0.0,0.0,1.001,0.0,2.004,0.0,0.0
PTPN11P5,5.128,3.067,0.0,3.06,0.0,0.0,0.0,0.0,2.039,0.0
PTPN12,2035.375,1301.781,1261.301,2463.25,853.12,1926.877,1488.23,1623.54,1756.651,2836.653
PTPN13,3062.0,1443.0,1349.999,2873.0,703.999,1867.999,894.001,2035.999,2360.0,2042.001
PTPN14,733.105,449.443,587.398,939.018,323.459,684.072,654.502,617.871,671.418,940.204
PTPN18,1351.802,562.728,845.842,1128.835,613.01,982.869,700.008,968.0,1000.408,953.921
PTPN2,1023.381,421.871,506.965,1313.074,334.662,761.993,454.128,679.512,921.868,921.707
PTPN20,241.312,140.48,155.48,433.493,221.692,147.448,48.845,250.829,244.479,171.002
PTPN20CP,4.689,1.521,1.521,1.51,1.307,2.877,1.155,1.17,0.0,0.0
PTPN21,702.001,382.999,480.001,691.999,308.999,653.0,355.0,578.0,632.0,685.001
PTPN22,60.0,8.0,7.0,55.958,5.584,21.194,23.0,23.0,36.0,40.176
PTPN23,1722.001,1132.0,1350.999,2089.0,1142.0,2050.999,1065.0,1446.0,1595.001,1328.0
PTPN23-DT,104.0,105.001,143.0,164.05,62.0,118.028,142.012,109.0,135.0,149.304
PTPN2P1,0.0,0.0,0.0,1.033,0.0,0.0,0.0,0.0,0.0,0.0
PTPN2P2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PTPN3,315.235,622.058,81.469,163.564,94.199,442.432,104.705,84.524,187.756,115.794
PTPN4,747.0,713.055,611.814,1000.22,493.954,1072.118,287.014,741.055,929.539,846.695
PTPN5,862.024,426.0,554.0,1476.0,1019.0,1380.0,178.0,706.999,997.999,537.0
PTPN6,860.001,255.0,250.998,648.001,218.0,328.0,268.001,512.001,365.001,316.998
PTPN7,276.957,37.446,40.433,138.543,36.17,69.895,41.691,75.508,80.67,77.054
PTPN9,1002.68,470.645,498.198,1107.649,413.06,753.173,453.007,617.907,719.336,688.184
PTPRA,5407.0,3763.904,3971.0,5762.0,3419.0,5646.001,2150.231,3804.0,5139.999,4046.0
PTPRB,1990.692,1520.841,2040.634,2206.69,1043.741,1936.466,1814.055,2041.195,1810.616,2600.582
PTPRB-AS1,69.765,45.735,45.523,60.126,34.463,88.1,34.299,87.538,68.912,79.229
PTPRC,2632.998,519.667,654.954,1568.347,472.782,1035.062,688.89,1269.896,1218.233,1371.199
PTPRCAP,27.721,20.027,19.188,48.628,28.899,28.92,0.0,44.107,20.649,22.515
PTPRD-AS1,181.441,159.584,202.681,219.332,108.361,214.975,118.365,180.942,270.396,247.891
PTPRD-DT,8.567,6.195,4.993,16.057,10.019,11.959,0.0,8.432,7.252,11.807
PTPRE,1729.396,706.187,815.529,1591.116,656.278,1345.492,439.701,1164.302,1245.408,1005.026
PTPRE-AS1,2.0,1.0,5.0,6.0,2.0,1.0,1.0,2.0,6.0,2.0
PTPRF,4766.845,3230.974,4106.6,4974.228,3087.273,5291.431,2198.128,3444.448,4948.563,3560.799
PTPRG,1354.0,774.0,898.999,1569.967,613.935,1016.0,777.0,1025.0,1222.001,1574.0
PTPRG-AS1,70.577,61.433,55.741,90.515,31.579,93.645,24.614,55.699,105.609,64.162
PTPRH,939.501,414.0,618.508,596.107,294.058,675.091,239.576,550.171,760.032,410.942
PTPRJ,1748.068,1137.477,1044.51,2042.294,850.278,1726.055,1159.966,1516.842,1677.112,1912.786
PTPRJ-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRK-AS1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
PTPRM,2649.0,1683.001,1615.0,2820.001,1726.0,2717.0,1031.0,2047.0,2555.999,1755.999
PTPRN,2582.999,1208.001,1144.001,3022.999,2563.998,2664.0,358.0,1767.0,2000.001,911.001
PTPRN2,2813.0,1713.0,1462.0,3540.999,2286.262,3203.0,613.0,2259.855,2838.0,1584.081
PTPRN2-AS1,36.0,8.0,12.0,14.0,15.0,11.0,11.0,21.0,14.0,11.0
PTPRN2-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRN2-AS3,1.0,2.0,4.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0
PTPRO,745.001,169.0,172.999,571.999,242.001,470.0,100.0,486.0,439.0,263.0
PTPRQ,4.0,2.0,4.0,4.0,1.0,8.0,3.0,2.0,5.0,16.0
PTPRR,100.0,49.999,51.0,207.999,70.0,179.0,25.0,66.001,167.001,109.999
PTPRS,2752.451,1975.491,2143.014,3400.8,2149.362,3573.293,1442.894,2392.175,2889.378,1936.155
PTPRS-AS1,3.204,0.976,1.134,1.07,0.0,2.001,7.366,3.0,5.446,3.444
PTPRT,519.998,317.998,307.998,1346.0,825.999,1188.998,154.002,700.998,1076.998,467.998
PTPRT-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRT-DT,31.0,26.0,27.0,91.0,41.0,57.0,14.0,32.0,44.0,26.0
PTPRU,1106.002,672.0,911.001,1676.001,1065.001,1083.001,496.999,991.999,858.999,869.0
PTPRVP,45.777,20.754,55.066,64.936,41.0,41.983,8.0,22.734,38.0,23.0
PTPRZ1,9156.001,4993.0,5410.0,9764.001,4026.0,8931.001,3070.0,4491.999,8841.714,6806.001
PTRH1,228.87,170.423,137.435,253.188,108.739,177.213,115.063,123.746,175.31,153.377
PTRH2,454.0,238.0,290.0,562.0,268.0,433.0,242.0,444.0,376.0,348.0
PTRHD1,403.999,327.999,315.418,461.0,213.001,429.999,282.942,339.0,340.0,317.001
PTS,1025.0,598.001,665.0,1188.999,582.0,973.0,415.0,865.001,1019.998,917.001
PTTG1,107.0,22.0,23.0,51.0,21.0,51.0,31.0,48.999,40.001,48.0
PTTG1IP,8717.0,4342.0,4902.001,7181.999,2945.999,6163.001,4319.001,4913.0,6207.0,6553.001
PTTG1IP2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
PTTG1P1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PTTG1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTTG2,3.0,5.0,0.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0
PTTG3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTX3,291.0,7.0,18.0,48.0,33.0,27.0,16.0,22.0,30.0,18.0
PTX4,2.0,4.0,4.0,4.0,2.0,2.0,6.0,4.0,1.0,4.0
PUDP,452.999,257.0,199.0,425.0,186.0,495.999,250.0,261.0,320.0,291.0
PUDPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUDPP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUDPP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUF60,1424.861,1187.846,1432.869,2584.536,888.002,1585.893,1243.391,1040.026,1797.857,1335.205
PUM1,2885.735,1694.551,1925.792,3319.0,1721.011,2787.959,1376.579,2323.732,2857.009,2769.007
PUM2,3097.001,1779.0,1995.999,3549.999,1622.001,3305.003,1569.001,2735.0,3181.999,3498.0
PUM3,473.0,212.999,206.0,513.0,185.0,248.0,163.001,261.0,332.0,370.0
PURA,3615.0,2221.001,2828.0,4002.0,1972.0,4141.001,2024.0,3576.0,4068.001,4502.0
PURB,1830.999,1092.222,1262.999,2420.114,907.795,2273.291,1261.602,1801.66,2379.029,2581.848
PURG,184.0,90.0,115.999,284.001,90.0,161.0,138.001,183.0,149.0,240.0
PURPL,6.124,2.161,3.95,2.155,2.8,2.108,3.089,2.028,5.295,3.691
PUS1,438.474,286.757,373.691,691.826,278.36,469.47,290.014,362.6,371.732,438.387
PUS1-AS1,2.0,2.0,1.0,3.0,4.0,3.0,4.0,7.0,2.0,5.0
PUS10,251.112,116.602,152.924,273.857,108.663,191.263,106.386,173.278,212.586,300.273
PUS3,273.883,143.905,120.979,407.127,101.941,246.268,188.505,179.755,265.403,243.504
PUS7,341.967,155.002,154.056,338.028,151.828,262.326,125.105,281.464,231.547,308.011
PUS7L,855.657,521.913,670.953,1038.16,453.796,861.469,257.955,722.107,880.784,1072.989
PUSL1,145.0,73.0,111.999,164.001,91.0,150.001,106.999,147.999,134.999,113.999
PVALEF,5.0,9.0,7.0,8.0,3.0,9.0,1.0,6.0,11.0,3.0
PVR,1040.607,385.0,453.0,1172.896,576.9,747.0,356.0,537.0,724.886,532.774
PVRIG,4.0,6.007,2.0,3.0,2.0,4.0,1.0,1.0,8.0,3.0
PVRIG2P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVT1,62.191,25.056,26.936,76.71,20.663,42.453,32.042,48.359,41.103,47.745
PWP1,1293.0,679.0,796.0,1218.0,606.0,1061.001,363.0,860.999,1124.0,769.0
PWP2,550.076,163.6,540.016,96.093,118.909,758.756,204.359,170.079,839.28,313.263
PWRN1,53.0,19.0,40.072,86.339,75.412,36.0,8.071,31.327,81.418,56.085
PWRN2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
PWRN4,0.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0
PWWP2A,693.001,509.0,541.0,852.001,422.001,812.002,325.999,609.999,816.001,880.0
PWWP2AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWWP2B,343.0,170.0,222.0,350.0,192.0,278.0,231.0,207.0,229.0,219.0
PWWP3A,2790.197,1957.912,2434.833,3927.121,1790.938,3621.858,2156.917,2555.147,3039.441,2826.047
PWWP3B,170.0,92.0,124.0,239.999,141.0,214.0,46.0,253.0,236.0,183.0
PWWP4,0.0,1.0,0.0,0.0,2.388,0.0,0.0,3.0,0.0,0.0
PXDC1,858.001,543.0,470.0,1047.999,289.0,594.001,730.0,613.999,652.0,888.0
PXDN,749.0,328.0,403.0,731.0,264.999,465.0,259.0,326.001,578.999,427.0
PXDNL,19.0,14.0,30.0,31.0,33.0,29.0,10.0,12.0,21.0,13.0
PXK,4847.999,4087.0,4960.001,7153.001,3577.0,7182.001,2631.0,5290.001,7209.001,6940.0
PXMP2,195.492,124.0,178.999,230.706,89.0,215.448,186.0,129.423,164.0,216.0
PXMP4,544.725,438.377,488.58,624.872,322.648,650.001,287.23,431.892,644.991,612.317
PXN,2476.0,1089.999,1193.0,2153.0,694.999,1470.998,1169.933,1282.002,1531.0,1575.002
PXN-AS1,156.999,91.001,131.0,160.0,71.0,145.999,53.067,104.0,135.0,104.0
PXT1,10.0,4.0,5.0,3.0,0.0,1.0,5.0,7.0,6.0,1.0
PXYLP1,435.748,245.999,287.999,385.185,165.0,359.026,122.001,286.016,399.002,358.621
PYCARD,291.001,83.0,122.0,236.999,100.001,145.0,145.0,198.001,146.0,101.001
PYCARD-AS1,6.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0
PYCR1,391.001,159.0,224.0,438.034,190.056,155.0,387.0,185.0,322.001,303.0
PYCR1-AS1,1.0,1.0,0.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0
PYCR2,2705.218,1955.079,2310.05,3034.762,1681.454,2749.659,1045.284,1883.793,2554.275,1715.386
PYDC1,29.0,7.0,16.0,37.0,25.0,35.0,11.0,18.0,41.0,27.0
PYDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYDC2-AS1,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,3.0
PYGB,6851.999,4185.0,4741.001,6304.999,4098.0,6179.0,2124.0,4347.0,5815.001,3214.0
PYGL,1502.838,473.167,335.451,1449.331,226.754,343.028,544.294,474.152,688.951,761.709
PYGM,671.248,1021.986,747.472,1339.648,588.635,1191.05,719.88,473.671,1040.79,711.748
PYGO1,316.535,178.6,260.411,411.241,178.495,446.446,164.654,272.281,351.068,519.208
PYGO2,1061.0,753.0,827.0,1517.374,634.0,1322.0,1024.0,1063.0,1123.0,1394.0
PYGO2-AS1,35.0,24.0,23.0,31.0,13.0,27.0,22.0,22.0,20.0,23.0
PYHIN1,27.255,19.452,23.131,35.605,3.281,35.504,46.44,31.69,50.227,54.447
PYHIN5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYM1,397.0,243.0,265.0,367.0,189.0,295.999,163.0,243.001,305.001,251.0
PYROXD1,694.593,394.638,425.18,723.049,423.125,710.236,134.252,518.305,668.154,575.203
PYROXD2,256.0,303.999,369.011,355.0,174.0,474.0,254.0,316.999,395.0,291.0
PYURF,2215.917,1468.95,1463.954,2422.955,1045.943,2160.912,1094.962,1628.951,1967.923,2103.569
PYY,6.0,6.0,7.0,7.0,0.0,7.0,6.0,1.0,6.0,1.0
PYY2,18.0,9.0,17.0,11.0,12.0,36.0,35.0,20.0,11.0,30.0
PYY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PZP,21.123,12.048,54.281,49.232,18.665,14.118,24.178,22.132,20.078,103.493
QARS1,2205.999,1157.0,1371.0,1986.0,1074.999,1719.998,847.002,1608.998,1611.002,1134.999
QDPR,27392.001,18247.0,21793.001,34833.0,12169.001,35698.0,28197.999,43285.001,29854.001,30990.0
QKI,31117.002,22097.999,24841.0,31078.785,14872.001,38498.999,12594.0,27731.0,37582.006,36103.0
QKILA,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0
QNG1,367.291,225.064,248.349,441.128,173.568,398.206,178.587,277.517,336.417,311.344
QPCT,322.0,102.0,122.0,338.0,136.0,260.0,105.0,230.999,230.999,256.0
QPCTL,300.004,169.542,214.983,344.059,170.39,306.27,145.361,211.738,237.288,226.715
QPRT,837.391,581.42,618.485,1265.886,419.237,1002.825,382.756,650.551,981.131,669.554
QRFP,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0
QRFPR,31.0,9.0,14.0,37.0,25.0,25.0,4.0,19.0,19.0,10.0
QRICH1,1460.451,814.476,985.253,1577.212,751.027,1332.498,572.848,1066.707,1229.198,1053.918
QRICH2,216.0,123.0,226.001,413.0,225.0,321.0,305.0,255.001,221.005,391.0
QRSL1,677.359,473.075,419.223,699.489,282.163,629.986,262.505,534.346,620.782,654.351
QRSL1P1,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QRSL1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QRSL1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
QSER1,939.06,480.471,651.79,1010.665,437.043,1092.558,414.652,775.763,934.554,1047.608
QSOX1,2090.898,1565.228,1785.192,2611.948,1488.686,2181.885,1007.623,1521.648,2160.031,1536.99
QSOX2,768.0,445.884,545.02,884.951,431.23,852.848,437.004,732.016,675.597,718.365
QTGAL,140.993,84.64,118.398,143.907,43.344,171.541,18.81,93.175,97.42,84.876
QTMAN,1503.141,1176.987,1220.919,2046.634,960.629,1803.219,941.794,1729.428,1841.189,1869.61
QTMAN-AS1,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
QTRT1,1371.275,881.233,1212.385,1616.497,894.238,1451.085,799.113,991.019,1270.652,937.614
QTRT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QTRT2,493.416,267.725,313.204,525.924,225.872,429.894,220.232,398.729,412.442,423.007
R3HCC1,1182.0,1036.001,981.0,1291.001,780.0,1303.001,753.0,965.0,1035.001,1105.0
R3HCC1L,434.003,245.0,287.0,424.849,195.001,406.001,248.001,364.977,376.999,403.987
R3HDM1,1192.086,623.987,638.074,1208.767,619.146,1137.017,381.463,696.552,1044.605,900.437
R3HDM2,2103.232,1559.831,1736.35,2692.833,1284.039,2546.285,1098.908,1725.36,2259.777,1843.36
R3HDM2-DT,11.164,9.67,3.125,8.808,6.732,10.774,3.964,6.156,4.111,10.87
R3HDM2P1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
R3HDM2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3HDM4,766.0,472.999,453.999,739.999,294.001,544.0,362.0,425.0,522.999,504.999
R3HDML,2.0,1.0,1.059,3.0,1.0,2.0,0.0,1.0,2.0,4.0
R3HDML-AS1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
RAB10,5547.0,3705.0,3824.0,6010.001,2393.0,5954.0,3595.0,5133.0,5407.0,6441.0
RAB11A,3817.949,1996.978,2116.782,4105.759,1964.283,3345.977,1229.738,2779.984,3234.075,2780.685
RAB11AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB11AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB11B,3777.189,3232.227,3561.636,4726.787,2647.837,4086.722,2077.194,2971.089,3558.081,2914.854
RAB11B-AS1,141.0,102.0,159.001,158.0,80.0,156.999,51.001,103.695,145.001,55.002
RAB11FIP1,285.425,151.449,204.1,288.936,126.516,231.598,177.209,177.667,290.464,309.922
RAB11FIP1P1,3.01,4.0,3.0,6.0,1.0,12.0,4.0,7.0,7.0,5.0
RAB11FIP2,893.0,653.0,658.0,1174.0,488.0,1127.0,441.0,837.0,1171.001,1133.0
RAB11FIP3,58.108,30.735,54.358,60.733,37.829,34.643,11.342,37.65,40.047,23.294
RAB11FIP4,6730.606,5356.229,5224.72,7642.491,4584.782,7418.014,5391.126,5456.549,8361.189,6808.853
RAB11FIP5,1805.999,859.999,840.999,2160.0,1401.0,1660.0,737.0,1461.001,1425.0,964.001
RAB12,1231.864,692.032,726.028,1371.911,564.0,1153.825,569.695,926.737,1140.892,1287.028
RAB12-AS1,2.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0
RAB13,2203.555,1172.423,1247.297,2158.779,607.84,1230.154,2097.112,1427.547,1746.458,1779.447
RAB14,4465.0,2955.0,2966.0,5287.0,2455.0,4790.0,2056.0,3923.0,4695.0,4418.0
RAB15,1258.001,626.999,577.0,1344.0,732.0,1003.001,285.0,807.0,801.0,484.0
RAB17,32.292,20.0,15.155,32.001,12.0,22.0,17.0,23.473,29.245,22.418
RAB17-DT,3.726,1.092,0.0,8.411,1.102,5.52,4.758,6.575,4.336,2.368
RAB18,4217.999,2580.0,2809.998,4453.999,2188.001,4053.999,1675.0,3107.999,4188.002,3849.001
RAB19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RAB1A,4983.987,2603.0,2760.0,5544.0,2450.998,4256.993,2275.0,3336.0,4206.986,3591.999
RAB1AP1,4.013,0.0,0.0,0.0,1.002,3.007,0.0,0.0,2.013,2.002
RAB1AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB1B,3691.989,2451.0,2502.0,3956.0,2133.0,3351.0,1964.0,2472.989,2920.98,2374.0
RAB1C,1.011,0.0,0.0,0.0,0.0,0.0,0.0,1.011,1.02,0.0
RAB20,328.0,166.0,100.0,314.0,78.0,136.0,123.0,132.0,235.0,137.0
RAB21,3351.676,2166.892,2238.944,3528.532,1572.453,3250.069,1609.054,2731.657,3517.279,3768.73
RAB22A,1726.938,1050.662,1220.77,1987.701,933.382,1866.814,1034.468,1511.618,1767.97,1976.984
RAB23,541.0,306.0,384.0,554.0,228.0,600.0,297.0,516.0,545.77,745.0
RAB24,907.959,517.675,629.359,1273.608,525.217,951.791,635.246,812.551,780.205,816.555
RAB25,4.0,3.0,2.0,4.0,0.0,0.0,5.0,2.0,2.0,2.0
RAB26,263.999,174.0,258.0,483.0,292.999,317.001,172.999,185.999,222.999,197.0
RAB27A,587.245,297.776,264.943,728.222,170.362,379.924,293.49,330.579,497.543,525.375
RAB27B,384.0,105.0,143.0,425.0,291.0,550.0,28.0,350.0,462.0,226.0
RAB27B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
RAB28,708.0,528.999,546.999,851.0,341.001,809.001,373.0,603.001,779.0,796.0
RAB28P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB28P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB28P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB28P4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
RAB28P5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
RAB29,1378.571,724.167,757.456,1388.994,431.517,1310.29,898.593,1126.786,1168.331,1339.893
RAB2A,4335.001,2415.0,2729.999,4647.002,2377.0,3974.001,1437.001,3246.999,4094.0,3573.999
RAB2B,1136.726,828.83,766.35,1400.78,677.061,1256.84,573.642,1064.201,1132.097,1228.894
RAB30,2371.054,1628.0,2074.3,2395.486,1206.36,2856.605,1339.001,2110.992,2727.38,3238.675
RAB30-DT,374.057,257.406,267.16,417.568,180.64,319.578,156.004,267.846,358.541,250.001
RAB31,6570.001,4046.0,3934.0,6494.999,2531.001,4855.0,3861.001,3487.999,5976.0,6273.001
RAB31P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB32,291.0,89.0,116.0,258.0,75.0,143.0,127.0,173.0,181.0,177.0
RAB33A,615.0,411.0,391.0,683.0,344.0,751.0,313.0,587.0,652.0,401.0
RAB33B,648.125,397.691,399.312,645.105,289.211,659.908,270.414,546.629,599.658,748.729
RAB33B-AS1,256.607,209.878,271.605,303.776,171.821,253.052,173.636,235.617,332.971,325.635
RAB34,670.0,366.001,385.999,680.999,243.0,412.999,337.999,343.002,541.0,444.999
