Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	rRNA 3'-End Processing (GO:0031125)	1/9	1.442011e-01	6.148641e-01	0	0	7.181652e+00	1.390760e+01	ERI2
GO_Biological_Process_2023	Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000561)	1/9	1.442011e-01	6.148641e-01	0	0	7.181652e+00	1.390760e+01	TWSG1
GO_Biological_Process_2023	Regulation Of Actin Filament Length (GO:0030832)	1/9	1.442011e-01	6.148641e-01	0	0	7.181652e+00	1.390760e+01	EPS8
GO_Biological_Process_2023	Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051988)	1/9	1.442011e-01	6.148641e-01	0	0	7.181652e+00	1.390760e+01	ECT2
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)	1/9	1.442011e-01	6.148641e-01	0	0	7.181652e+00	1.390760e+01	FZD7
GO_Biological_Process_2023	Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)	4/118	1.450866e-01	6.148641e-01	0	0	2.022771e+00	3.904806e+00	SYDE2;ARHGEF17;RASGRF1;ECT2
GO_Biological_Process_2023	Actomyosin Structure Organization (GO:0031032)	3/77	1.459497e-01	6.148641e-01	0	0	2.335016e+00	4.493722e+00	ROCK1;PDCD10;SORBS1
GO_Biological_Process_2023	Regulation Of Microtubule Cytoskeleton Organization (GO:0070507)	2/40	1.498828e-01	6.148641e-01	0	0	3.028091e+00	5.747019e+00	ROCK1;TRIM36
GO_Biological_Process_2023	Aortic Valve Development (GO:0003176)	2/40	1.498828e-01	6.148641e-01	0	0	3.028091e+00	5.747019e+00	ROCK1;SMAD6
GO_Biological_Process_2023	Cell Cycle G2/M Phase Transition (GO:0044839)	2/40	1.498828e-01	6.148641e-01	0	0	3.028091e+00	5.747019e+00	TPD52L1;CDK14
GO_Biological_Process_2023	Retinoid Metabolic Process (GO:0001523)	2/40	1.498828e-01	6.148641e-01	0	0	3.028091e+00	5.747019e+00	ALDH1A2;CYP1B1
GO_Biological_Process_2023	Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	2/40	1.498828e-01	6.148641e-01	0	0	3.028091e+00	5.747019e+00	GPNMB;USP44
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)	2/40	1.498828e-01	6.148641e-01	0	0	3.028091e+00	5.747019e+00	ADAMTS1;STOX1
GO_Biological_Process_2023	Protein Localization To Cilium (GO:0061512)	2/40	1.498828e-01	6.148641e-01	0	0	3.028091e+00	5.747019e+00	DNAAF11;SNX10
GO_Biological_Process_2023	Cellular Response To Nutrient Levels (GO:0031669)	3/78	1.499835e-01	6.148641e-01	0	0	2.303765e+00	4.370772e+00	PDK4;RICTOR;INHBB
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Membrane (GO:1905477)	3/79	1.540527e-01	6.148641e-01	0	0	2.273336e+00	4.252185e+00	TCAF1;IFNG;SORBS1
GO_Biological_Process_2023	Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)	2/41	1.558774e-01	6.148641e-01	0	0	2.950297e+00	5.483675e+00	DSP;KCNA5
GO_Biological_Process_2023	Axoneme Assembly (GO:0035082)	2/41	1.558774e-01	6.148641e-01	0	0	2.950297e+00	5.483675e+00	DNAAF11;SPAG1
GO_Biological_Process_2023	Regulation Of Cytokinesis (GO:0032465)	3/80	1.581564e-01	6.148641e-01	0	0	2.243697e+00	4.137762e+00	MAP10;KIF20B;ECT2
GO_Biological_Process_2023	Actin Filament Depolymerization (GO:0030042)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	TWF1
GO_Biological_Process_2023	Regulation Of Mitotic Sister Chromatid Separation (GO:0010965)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	USP44
GO_Biological_Process_2023	Basement Membrane Organization (GO:0071711)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	NID2
GO_Biological_Process_2023	Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034391)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	IFNG
GO_Biological_Process_2023	Diol Metabolic Process (GO:0034311)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	SGPP1
GO_Biological_Process_2023	Embryonic Appendage Morphogenesis (GO:0035113)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	PTCH1
GO_Biological_Process_2023	Glycine Transport (GO:0015816)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	SLC6A20
GO_Biological_Process_2023	Inositol Phosphate Biosynthetic Process (GO:0032958)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	IPMK
GO_Biological_Process_2023	Meiotic Sister Chromatid Cohesion (GO:0051177)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	SGO2
GO_Biological_Process_2023	Mitotic Spindle Elongation (GO:0000022)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	MAP10
GO_Biological_Process_2023	Mitotic Spindle Midzone Assembly (GO:0051256)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	MAP10
GO_Biological_Process_2023	Negative Regulation Of Activin Receptor Signaling Pathway (GO:0032926)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	LEMD3
GO_Biological_Process_2023	Negative Regulation Of Adenylate Cyclase Activity (GO:0007194)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	PALM
GO_Biological_Process_2023	Negative Regulation Of Alpha-Beta T Cell Activation (GO:0046636)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	TWSG1
GO_Biological_Process_2023	Negative Regulation Of Hemostasis (GO:1900047)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	THBD
GO_Biological_Process_2023	Negative Regulation Of Interferon-Beta Production (GO:0032688)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	PPM1B
GO_Biological_Process_2023	Negative Regulation Of Interleukin-17 Production (GO:0032700)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	IFNG
GO_Biological_Process_2023	Negative Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060394)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	SMAD6
GO_Biological_Process_2023	Negative Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000650)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	HECW2
GO_Biological_Process_2023	Omega-Hydroxylase P450 Pathway (GO:0097267)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	CYP1B1
GO_Biological_Process_2023	Oxygen Transport (GO:0015671)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	HBE1
GO_Biological_Process_2023	Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	RESF1
GO_Biological_Process_2023	Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	IFNG
GO_Biological_Process_2023	Positive Regulation Of Cellular Respiration (GO:1901857)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	IFNG
GO_Biological_Process_2023	Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	IFNG
GO_Biological_Process_2023	Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	PTGS2
GO_Biological_Process_2023	Protein Localization To Condensed Chromosome (GO:1903083)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	ZWILCH
GO_Biological_Process_2023	Protein Localization To Endosome (GO:0036010)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	WASHC2A
GO_Biological_Process_2023	Protein Oxidation (GO:0018158)	1/10	1.588846e-01	6.148641e-01	0	0	6.383366e+00	1.174269e+01	TMX3
GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	2/42	1.619168e-01	6.148641e-01	0	0	2.876393e+00	5.236970e+00	DSP;EXPH5
GO_Biological_Process_2023	Activation Of Protein Kinase Activity (GO:0032147)	3/81	1.622934e-01	6.148641e-01	0	0	2.214819e+00	4.027314e+00	OSBPL8;ECT2;PIBF1
GO_Biological_Process_2023	Cytoskeleton-Dependent Cytokinesis (GO:0061640)	3/81	1.622934e-01	6.148641e-01	0	0	2.214819e+00	4.027314e+00	ROCK1;TRIM36;ECT2
GO_Biological_Process_2023	Regulation Of Filopodium Assembly (GO:0051489)	2/43	1.679979e-01	6.148641e-01	0	0	2.806094e+00	5.005522e+00	TENM1;PALM
GO_Biological_Process_2023	Glycolipid Biosynthetic Process (GO:0009247)	2/43	1.679979e-01	6.148641e-01	0	0	2.806094e+00	5.005522e+00	PIGA;B4GALT6
GO_Biological_Process_2023	Negative Regulation Of BMP Signaling Pathway (GO:0030514)	2/43	1.679979e-01	6.148641e-01	0	0	2.806094e+00	5.005522e+00	LEMD3;SMAD6
GO_Biological_Process_2023	Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	2/43	1.679979e-01	6.148641e-01	0	0	2.806094e+00	5.005522e+00	ROCK1;CEACAM6
GO_Biological_Process_2023	Regulation Of Fatty Acid Metabolic Process (GO:0019217)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	PDK4
GO_Biological_Process_2023	Actin Crosslink Formation (GO:0051764)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	EPS8
GO_Biological_Process_2023	Regulation Of Protein K63-linked Ubiquitination (GO:1900044)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	SASH1
GO_Biological_Process_2023	Carbon Dioxide Transport (GO:0015670)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	HBE1
GO_Biological_Process_2023	Regulation Of Response To Oxidative Stress (GO:1902882)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	STOX1
GO_Biological_Process_2023	Central Nervous System Myelination (GO:0022010)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	B4GALT6
GO_Biological_Process_2023	Central Nervous System Neuron Axonogenesis (GO:0021955)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	B4GALT6
GO_Biological_Process_2023	Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	DSP
GO_Biological_Process_2023	Central Nervous System Projection Neuron Axonogenesis (GO:0021952)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	NFIB
GO_Biological_Process_2023	Response To X-ray (GO:0010165)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	LIG4
GO_Biological_Process_2023	Sphingoid Metabolic Process (GO:0046519)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	SGPP1
GO_Biological_Process_2023	Epithelial Cell-Cell Adhesion (GO:0090136)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	DSP
GO_Biological_Process_2023	Exit From Mitosis (GO:0010458)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	EPS8
GO_Biological_Process_2023	Visual Learning (GO:0008542)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	TAFA2
GO_Biological_Process_2023	Isotype Switching (GO:0045190)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	LIG4
GO_Biological_Process_2023	Lipoprotein Transport (GO:0042953)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	ZDHHC17
GO_Biological_Process_2023	Lysosomal Microautophagy (GO:0016237)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	RB1CC1
GO_Biological_Process_2023	Macrophage Activation Involved In Immune Response (GO:0002281)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	IFNG
GO_Biological_Process_2023	Methylguanosine-Cap Decapping (GO:0110156)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	DCP2
GO_Biological_Process_2023	Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	TWSG1
GO_Biological_Process_2023	Negative Regulation Of Cyclase Activity (GO:0031280)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	PALM
GO_Biological_Process_2023	Negative Regulation Of Fibrinolysis (GO:0051918)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	THBD
GO_Biological_Process_2023	Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	LACC1
GO_Biological_Process_2023	Positive Regulation Of Myelination (GO:0031643)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	EGR2
GO_Biological_Process_2023	Programmed Necrotic Cell Death (GO:0097300)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	IPMK
GO_Biological_Process_2023	Protein Localization To Kinetochore (GO:0034501)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	ZWILCH
GO_Biological_Process_2023	Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991)	1/11	1.733170e-01	6.148641e-01	0	0	5.744737e+00	1.006842e+01	ROCK1
GO_Biological_Process_2023	Mitotic Spindle Assembly (GO:0090307)	2/44	1.741173e-01	6.148641e-01	0	0	2.739143e+00	4.788092e+00	MAP10;PIBF1
GO_Biological_Process_2023	Neural Crest Cell Development (GO:0014032)	2/44	1.741173e-01	6.148641e-01	0	0	2.739143e+00	4.788092e+00	SEMA3C;KBTBD8
GO_Biological_Process_2023	Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	2/44	1.741173e-01	6.148641e-01	0	0	2.739143e+00	4.788092e+00	HYCC2;SOCS6
GO_Biological_Process_2023	Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	2/44	1.741173e-01	6.148641e-01	0	0	2.739143e+00	4.788092e+00	IFNG;ECT2
GO_Biological_Process_2023	Proteasomal Protein Catabolic Process (GO:0010498)	6/220	1.778943e-01	6.148641e-01	0	0	1.617599e+00	2.792891e+00	TRIM9;IFI27;USP44;PMAIP1;SPOPL;SOCS6
GO_Biological_Process_2023	Regulation Of Cellular Metabolic Process (GO:0031323)	2/45	1.802721e-01	6.148641e-01	0	0	2.675305e+00	4.583568e+00	PDK4;CYP1B1
GO_Biological_Process_2023	Zymogen Activation (GO:0031638)	2/45	1.802721e-01	6.148641e-01	0	0	2.675305e+00	4.583568e+00	THBD;ASPH
GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	6/221	1.804295e-01	6.148641e-01	0	0	1.609992e+00	2.756975e+00	GPNMB;SEMA3C;PDCD10;CEACAM6;PDGFC;ADAM10
GO_Biological_Process_2023	Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	4/130	1.846290e-01	6.148641e-01	0	0	1.829002e+00	3.089929e+00	TWSG1;USP9Y;INHBB;SMAD6
GO_Biological_Process_2023	Regulation Of Fibroblast Proliferation (GO:0048145)	2/46	1.864592e-01	6.148641e-01	0	0	2.614370e+00	4.390946e+00	PDGFC;LIG4
GO_Biological_Process_2023	Cardiac Conduction (GO:0061337)	2/46	1.864592e-01	6.148641e-01	0	0	2.614370e+00	4.390946e+00	DSP;KCNA5
GO_Biological_Process_2023	Response To Hydrogen Peroxide (GO:0042542)	2/46	1.864592e-01	6.148641e-01	0	0	2.614370e+00	4.390946e+00	CYP1B1;ECT2
GO_Biological_Process_2023	Epithelial Cell Migration (GO:0010631)	2/46	1.864592e-01	6.148641e-01	0	0	2.614370e+00	4.390946e+00	ROCK1;CYP1B1
GO_Biological_Process_2023	Regulation Of Chromosome Separation (GO:1905818)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	NCAPG
GO_Biological_Process_2023	DNA Deamination (GO:0045006)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	APOBEC3B
GO_Biological_Process_2023	G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	HOMER1
GO_Biological_Process_2023	V(D)J Recombination (GO:0033151)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	LIG4
GO_Biological_Process_2023	Astrocyte Activation (GO:0048143)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	IFNG
GO_Biological_Process_2023	Atrial Cardiac Muscle Cell Action Potential (GO:0086014)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	KCNA5
GO_Biological_Process_2023	Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	STOX1
GO_Biological_Process_2023	Regulation Of Tube Diameter (GO:0035296)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	ROCK1
GO_Biological_Process_2023	Cristae Formation (GO:0042407)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	APOOL
GO_Biological_Process_2023	Endothelium Development (GO:0003158)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	PDCD10
GO_Biological_Process_2023	Exonucleolytic Catabolism Of Deadenylated mRNA (GO:0043928)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	DCP2
GO_Biological_Process_2023	Eye Photoreceptor Cell Differentiation (GO:0001754)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	CEP290
GO_Biological_Process_2023	Folic Acid Metabolic Process (GO:0046655)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	PM20D2
GO_Biological_Process_2023	Vascular Process In Circulatory System (GO:0003018)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	ROCK1
GO_Biological_Process_2023	Lipid Droplet Formation (GO:0140042)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	CDS1
GO_Biological_Process_2023	Lipoprotein Localization (GO:0044872)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	ZDHHC17
GO_Biological_Process_2023	Negative Regulation Of Coagulation (GO:0050819)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	THBD
GO_Biological_Process_2023	Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	SORBS1
GO_Biological_Process_2023	Positive Regulation Of Ruffle Assembly (GO:1900029)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	EPS8
GO_Biological_Process_2023	Quaternary Ammonium Group Transport (GO:0015697)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	SLC6A20
GO_Biological_Process_2023	Regulation Of Actomyosin Structure Organization (GO:0110020)	1/12	1.875024e-01	6.148641e-01	0	0	5.222222e+00	8.741811e+00	ROCK1
GO_Biological_Process_2023	Regulation Of Insulin Secretion (GO:0050796)	3/87	1.877583e-01	6.148641e-01	0	0	2.055987e+00	3.438845e+00	IFNG;KCNA5;INHBB
GO_Biological_Process_2023	Positive Regulation Of Protein Modification Process (GO:0031401)	6/225	1.907134e-01	6.148641e-01	0	0	1.580261e+00	2.618466e+00	MOB1B;GPNMB;FAM161A;IFNG;RB1CC1;LEPR
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production (GO:0001818)	5/178	1.915148e-01	6.148641e-01	0	0	1.666040e+00	2.753614e+00	TWSG1;IFNG;GPNMB;INHBB;PIBF1
GO_Biological_Process_2023	Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	4/132	1.915375e-01	6.148641e-01	0	0	1.800240e+00	2.975205e+00	FAM161A;ROCK1;RASGRF1;HDGFL3
GO_Biological_Process_2023	Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	3/88	1.920998e-01	6.148641e-01	0	0	2.031696e+00	3.351770e+00	EPS8;TENM1;PALM
GO_Biological_Process_2023	Insulin Receptor Signaling Pathway (GO:0008286)	2/47	1.926757e-01	6.148641e-01	0	0	2.556142e+00	4.209319e+00	PDK4;SORBS1
GO_Biological_Process_2023	Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	7/275	1.948423e-01	6.148641e-01	0	0	1.507229e+00	2.465171e+00	SHTN1;FAM161A;IFT81;SNX10;PIBF1;CEP290;KIF27
GO_Biological_Process_2023	Cilium Organization (GO:0044782)	6/228	1.985712e-01	6.148641e-01	0	0	1.558665e+00	2.519751e+00	FAM161A;IFT81;SNX10;PIBF1;CEP290;KIF27
GO_Biological_Process_2023	Cellular Response To Radiation (GO:0071478)	2/48	1.989188e-01	6.148641e-01	0	0	2.500446e+00	4.037867e+00	LIG4;ECT2
GO_Biological_Process_2023	T Cell Differentiation In Thymus (GO:0033077)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	LIG4
GO_Biological_Process_2023	Regulation Of Lamellipodium Organization (GO:1902743)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	TWF1
GO_Biological_Process_2023	Amyloid Precursor Protein Catabolic Process (GO:0042987)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	ADAM10
GO_Biological_Process_2023	Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	IFNG
GO_Biological_Process_2023	Regulation Of Response To Stress (GO:0080134)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	STOX1
GO_Biological_Process_2023	Clathrin Coat Assembly (GO:0048268)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	FCHO2
GO_Biological_Process_2023	Endoplasmic Reticulum Mannose Trimming (GO:1904380)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	EDEM3
GO_Biological_Process_2023	Sodium-Independent Organic Anion Transport (GO:0043252)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	SLCO4C1
GO_Biological_Process_2023	Substrate-Dependent Cell Migration (GO:0006929)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	SHTN1
GO_Biological_Process_2023	Ether Lipid Metabolic Process (GO:0046485)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	FAR1
GO_Biological_Process_2023	Extracellular Transport (GO:0006858)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	DNAAF11
GO_Biological_Process_2023	Eye Photoreceptor Cell Development (GO:0042462)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	CEP290
GO_Biological_Process_2023	Glomerular Filtration (GO:0003094)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	TBC1D8B
GO_Biological_Process_2023	Inhibitory Synapse Assembly (GO:1904862)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	LGI2
GO_Biological_Process_2023	Microtubule-Based Transport (GO:0099111)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	DNAAF11
GO_Biological_Process_2023	Mitochondrial DNA Metabolic Process (GO:0032042)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	RRM2B
GO_Biological_Process_2023	Negative Regulation Of Cell Activation (GO:0050866)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	THBD
GO_Biological_Process_2023	Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	PDCD10
GO_Biological_Process_2023	Negative Regulation Of Interleukin-12 Production (GO:0032695)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	PIBF1
GO_Biological_Process_2023	Negative Regulation Of Lyase Activity (GO:0051350)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	PALM
GO_Biological_Process_2023	Positive Regulation Of Brown Fat Cell Differentiation (GO:0090336)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	PTGS2
GO_Biological_Process_2023	Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	SORBS1
GO_Biological_Process_2023	Positive Regulation Of Chromosome Separation (GO:1905820)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	NCAPG
GO_Biological_Process_2023	Positive Regulation Of Glycogen Biosynthetic Process (GO:0045725)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	SORBS1
GO_Biological_Process_2023	Positive Regulation Of Heterochromatin Formation (GO:0031453)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	RESF1
GO_Biological_Process_2023	Positive Regulation Of Protein Deacetylation (GO:0090312)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	IFNG
GO_Biological_Process_2023	Regulation Of Cellular Ketone Metabolic Process (GO:0010565)	1/13	2.014450e-01	6.148641e-01	0	0	4.786793e+00	7.669585e+00	PDK4
GO_Biological_Process_2023	Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071)	2/49	2.051857e-01	6.148641e-01	0	0	2.447120e+00	3.875846e+00	USP44;HECW2
GO_Biological_Process_2023	Interferon-Mediated Signaling Pathway (GO:0140888)	2/49	2.051857e-01	6.148641e-01	0	0	2.447120e+00	3.875846e+00	IFI27;IFNG
GO_Biological_Process_2023	Nuclear Export (GO:0051168)	2/49	2.051857e-01	6.148641e-01	0	0	2.447120e+00	3.875846e+00	WASHC4;EGR2
GO_Biological_Process_2023	Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862)	2/49	2.051857e-01	6.148641e-01	0	0	2.447120e+00	3.875846e+00	TWSG1;INHBB
GO_Biological_Process_2023	Positive Regulation Of Cell Population Proliferation (GO:0008284)	11/483	2.093602e-01	6.148641e-01	0	0	1.346711e+00	2.105851e+00	TIPIN;IFNG;PDCD10;CEACAM6;PDGFC;SPDYA;ADAM10;LIG4;KIF20B;S100B;CXCL5
GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	2/50	2.114739e-01	6.148641e-01	0	0	2.396017e+00	3.722580e+00	IFNG;SASH1
